passer,receiver,x,y,pass_length,pass_angle,pass_outcome,team,pass_count
Sergio Busquets i Burgos,Ousmane Dembélé,78.05,31.55,23.4862433,-0.587454528,5,Barcelona,5
Sergio Busquets i Burgos,Philippe Coutinho Correia,75.03999999999999,37.260000000000005,17.8560992,-1.004639048,4,Barcelona,5
Sergio Busquets i Burgos,Samuel Yves Umtiti,53.620000000000005,34.42,19.6044044,-0.1775918200000001,5,Barcelona,5
Sergio Busquets i Burgos,Sergi Roberto Carnicer,71.875,50.708333333333336,17.57970741666667,1.6815906499999997,6,Barcelona,6
Víctor Laguardia Cisneros,Guillermo Alfonso Maripán Loaysa,30.55,48.4,30.220026,-1.5343885,1,Deportivo Alavés,1
Víctor Laguardia Cisneros,Ibai Gómez Pérez,40.25,65.35,26.441256,0.8871956,1,Deportivo Alavés,1
Víctor Laguardia Cisneros,Jorge Franco Alviz,35.475,33.175,17.9857085,0.08609541500000004,2,Deportivo Alavés,2
Víctor Laguardia Cisneros,Manuel Alejandro García Sánchez,36.15,46.900000000000006,14.512408,0.041355718,1,Deportivo Alavés,1
Víctor Laguardia Cisneros,Mubarak Wakaso,56.7,56.074999999999996,10.9121465,0.042250605,2,Deportivo Alavés,2
Víctor Laguardia Cisneros,Rubén Sobrino Pozuelo,61.1,63.05,77.954155,-0.3116089,0,Deportivo Alavés,1
